"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11490","userCanDepositValidAmountTest()","","Tue Feb 03 17:25:36 UTC 2026","passed","Tue Feb 03 17:25:47 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCanDepositValidAmountTest"
"","5351","userCannotSetInvalidNameTest(String, String) [3] name=, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:51 UTC 2026","passed","Tue Feb 03 17:25:57 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","17619","userCannotTransferInValidAmountTest(double, String) [4] amount=741764.9, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:52 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","3173","userCannotSetInvalidNameTest(String, String) [12] name=John, Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:26:00 UTC 2026","passed","Tue Feb 03 17:26:03 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","3504","userCannotSetInvalidNameTest(String, String) [9] name=John Sm1th, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:59 UTC 2026","passed","Tue Feb 03 17:26:03 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","14929","userCanUpdateNameWithValidDataTest()","","Tue Feb 03 17:25:40 UTC 2026","passed","Tue Feb 03 17:25:55 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCanUpdateNameWithValidDataTest"
"","5260","userCannotSetInvalidNameTest(String, String) [2] name=John Smith Junior, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:50 UTC 2026","passed","Tue Feb 03 17:25:55 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCannotTransferSameAccountTest()","","Tue Feb 03 17:25:53 UTC 2026","skipped","Tue Feb 03 17:25:53 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferSameAccountTest"
"","0","userCannotTransferInvalidAmountTest(double, BankAlert, int)","","Tue Feb 03 17:25:35 UTC 2026","skipped","Tue Feb 03 17:25:35 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferInvalidAmountTest"
"","5578","userCanTransferValidAmountToOwnAccountTest(double) [2] amount=10000.0","","Tue Feb 03 17:26:03 UTC 2026","passed","Tue Feb 03 17:26:09 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","6229","userCanTransferValidAmountToOwnAccountTest(double) [3] amount=371.82","","Tue Feb 03 17:26:03 UTC 2026","passed","Tue Feb 03 17:26:09 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","6027","userCanTransferValidAmountToOtherUserAccountTest(double) [3] amount=2753.52","","Tue Feb 03 17:26:04 UTC 2026","passed","Tue Feb 03 17:26:10 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","4543","userCannotSetInvalidNameTest(String, String) [1] name=John, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:47 UTC 2026","passed","Tue Feb 03 17:25:52 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","7068","userCanTransferValidAmountToOwnAccountTest(double) [1] amount=0.01","","Tue Feb 03 17:26:01 UTC 2026","passed","Tue Feb 03 17:26:08 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","6988","userCannotSetInvalidNameTest(String, BankAlert) [1] name=John, alert=NAME_REQUIREMENTS_ERROR","","Tue Feb 03 17:26:03 UTC 2026","passed","Tue Feb 03 17:26:10 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","2332","userCannotSetInvalidNameTest(String, String) [8] name=John! Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:57 UTC 2026","passed","Tue Feb 03 17:25:59 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","1001","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=dfgdfg, password=h, role=USER, errorKey=password, errorValues=[Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","Tue Feb 03 17:25:41 UTC 2026","passed","Tue Feb 03 17:25:42 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","5087","userCannotSetInvalidNameTest(String, String) [4] name=    , errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:52 UTC 2026","passed","Tue Feb 03 17:25:57 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","7432","userCannotTransferToNonExistentAccountTest()","","Tue Feb 03 17:25:54 UTC 2026","passed","Tue Feb 03 17:26:01 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferToNonExistentAccountTest"
"","0","userCannotTransferToNonExistentAccountTest()","","Tue Feb 03 17:25:35 UTC 2026","skipped","Tue Feb 03 17:25:35 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferToNonExistentAccountTest"
"","7818","userCannotDepositToNonExistentAccountTest()","","Tue Feb 03 17:25:44 UTC 2026","passed","Tue Feb 03 17:25:52 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositToNonExistentAccountTest"
"","11914","userCannotSetInvalidNameTest(String, String) [7] name=John Smith , errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:46 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","5936","userCanTransferValidAmountToOtherUserAccountTest(double) [2] amount=10000.0","","Tue Feb 03 17:26:04 UTC 2026","passed","Tue Feb 03 17:26:10 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","8959","userCannotTransferMoreThanBalanceTest()","","Tue Feb 03 17:25:57 UTC 2026","passed","Tue Feb 03 17:26:06 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferMoreThanBalanceTest"
"","9712","adminCannotCreateUserWithInvalidDataTest()","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:44 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2101","adminCanCreateUserWithValidDataTest()","","Tue Feb 03 17:25:42 UTC 2026","passed","Tue Feb 03 17:25:44 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithValidDataTest"
"","3105","adminCanGenerateAuthTokenTest()","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:38 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","7314","userCannotTransferInValidAmountTest(double, String) [2] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 17:26:02 UTC 2026","passed","Tue Feb 03 17:26:09 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","7664","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [2] amount=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Tue Feb 03 17:25:52 UTC 2026","passed","Tue Feb 03 17:25:59 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","10729","userCanTransferValidAmountToOtherUserAccountTest(double) [1] amount=0.01","","Tue Feb 03 17:25:53 UTC 2026","passed","Tue Feb 03 17:26:04 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","6995","userCanLoginWithCorrectDataTest()","","Tue Feb 03 17:25:47 UTC 2026","passed","Tue Feb 03 17:25:54 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","5392","adminCanLoginWithCorrectDataTest()","","Tue Feb 03 17:25:41 UTC 2026","passed","Tue Feb 03 17:25:47 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","6657","userCanCreateAccountTest()","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:41 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1","userCannotTransferMoneyWithoutSelectingAccountTest()","","Tue Feb 03 17:25:35 UTC 2026","skipped","Tue Feb 03 17:25:35 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferMoneyWithoutSelectingAccountTest"
"","4316","userCannotSetInvalidNameTest(String, String) [5] name=John  Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:55 UTC 2026","passed","Tue Feb 03 17:26:00 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCanTransferValidAmountTest()","","Tue Feb 03 17:25:35 UTC 2026","skipped","Tue Feb 03 17:25:35 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCanTransferValidAmountTest"
"","3453","userCannotSetInvalidNameTest(String, String) [6] name= John Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:57 UTC 2026","passed","Tue Feb 03 17:26:00 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","4428","userCannotSetInvalidNameTest(String, String) [10] name=John 123, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:46 UTC 2026","passed","Tue Feb 03 17:25:51 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","6644","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1] username= , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:41 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","6362","userCanDepositValidAmountToOwnAccountTest(double) [3] amount=3982.05","","Tue Feb 03 17:25:51 UTC 2026","passed","Tue Feb 03 17:25:58 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","13178","userCanDepositValidAmountToOwnAccountTest(double) [1] amount=0.01","","Tue Feb 03 17:25:38 UTC 2026","passed","Tue Feb 03 17:25:51 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","8806","userCanCreateAccountTest()","","Tue Feb 03 17:25:44 UTC 2026","passed","Tue Feb 03 17:25:53 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","4452","userCannotSetInvalidNameTest(String, String) [11] name=John@Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:55 UTC 2026","passed","Tue Feb 03 17:26:00 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","2189","userCanGenerateAuthTokenTest()","","Tue Feb 03 17:25:38 UTC 2026","passed","Tue Feb 03 17:25:40 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","9993","userCanSetValidNameTest()","","Tue Feb 03 17:25:41 UTC 2026","passed","Tue Feb 03 17:25:51 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCanSetValidNameTest"
"","4390","userCannotSetInvalidNameTest(String, String) [13] name=@John Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:25:51 UTC 2026","passed","Tue Feb 03 17:25:55 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","3365","userCannotSetInvalidNameTest(String, String) [14] name=John  , errorMessage=Name must contain two words with letters only","","Tue Feb 03 17:26:00 UTC 2026","passed","Tue Feb 03 17:26:04 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","13472","userCannotDepositMoneyWithoutSelectingAccountTest()","","Tue Feb 03 17:25:35 UTC 2026","passed","Tue Feb 03 17:25:48 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCannotDepositMoneyWithoutSelectingAccountTest"
"","7240","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [1] amount=0.0, errorMessage=Invalid account or amount","","Tue Feb 03 17:25:51 UTC 2026","passed","Tue Feb 03 17:25:59 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","12345","userCanUpdateValidNameTest()","","Tue Feb 03 17:25:35 UTC 2026","passed","Tue Feb 03 17:25:47 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCanUpdateValidNameTest"
"","9483","userCannotDepositInvalidAmountTest(double, BankAlert) [2] depositAmount=366436.87, alert=LESS_DEPOSIT_ERROR","","Tue Feb 03 17:25:48 UTC 2026","passed","Tue Feb 03 17:25:58 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountTest"
"","4509","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [3] amount=-913007.17, errorMessage=Invalid account or amount","","Tue Feb 03 17:25:59 UTC 2026","passed","Tue Feb 03 17:26:04 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","16966","userCannotDepositToAnotherUserAccountTest()","","Tue Feb 03 17:25:34 UTC 2026","passed","Tue Feb 03 17:25:51 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositToAnotherUserAccountTest"
