"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5580","adminCanLoginWithCorrectDataTest()","","Tue Feb 03 18:44:23 UTC 2026","passed","Tue Feb 03 18:44:28 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","7247","userCannotTransferInValidAmountTest(double, String) [1] amount=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Tue Feb 03 18:44:46 UTC 2026","passed","Tue Feb 03 18:44:53 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","0","userCanTransferValidAmountTest()","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCanTransferValidAmountTest"
"","5559","userCannotSetInvalidNameTest(String, String) [13] name=@John Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:33 UTC 2026","passed","Tue Feb 03 18:44:39 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCannotTransferMoneyWithoutConfirmTest()","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferMoneyWithoutConfirmTest"
"","6332","userCannotTransferToNonExistentAccountTest()","","Tue Feb 03 18:44:39 UTC 2026","passed","Tue Feb 03 18:44:46 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferToNonExistentAccountTest"
"","16914","userCannotDepositToAnotherUserAccountTest()","","Tue Feb 03 18:44:16 UTC 2026","passed","Tue Feb 03 18:44:33 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositToAnotherUserAccountTest"
"","13229","userCanUpdateNameWithValidDataTest()","","Tue Feb 03 18:44:22 UTC 2026","passed","Tue Feb 03 18:44:35 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCanUpdateNameWithValidDataTest"
"","3186","userCannotSetInvalidNameTest(String, String) [14] name=John  , errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:47 UTC 2026","passed","Tue Feb 03 18:44:50 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCannotTransferMoneyWithoutSelectingAccountTest()","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferMoneyWithoutSelectingAccountTest"
"","2998","userCannotSetInvalidNameTest(String, String) [12] name=John, Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:46 UTC 2026","passed","Tue Feb 03 18:44:49 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","4808","userCanTransferValidAmountToOtherUserAccountTest(double) [3] amount=6699.23","","Tue Feb 03 18:44:48 UTC 2026","passed","Tue Feb 03 18:44:53 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","11490","userCannotDepositInvalidAmountTest(double, BankAlert) [1] depositAmount=-34127.66, alert=VALID_DEPOSIT_ERROR","","Tue Feb 03 18:44:30 UTC 2026","passed","Tue Feb 03 18:44:41 UTC 2026","","ui.iteration2.DepositMoneyUserTest","ui.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountTest"
"","8065","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [1] amount=0.0, errorMessage=Invalid account or amount","","Tue Feb 03 18:44:32 UTC 2026","passed","Tue Feb 03 18:44:40 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","6531","userCanCreateAccountTest()","","Tue Feb 03 18:44:16 UTC 2026","passed","Tue Feb 03 18:44:23 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","5590","userCannotSetInvalidNameTest(String, String) [2] name=John Smith Junior, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:32 UTC 2026","passed","Tue Feb 03 18:44:38 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","5675","userCanTransferValidAmountToOwnAccountTest(double) [3] amount=160.14","","Tue Feb 03 18:44:47 UTC 2026","passed","Tue Feb 03 18:44:52 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOwnAccountTest"
"","13331","userCannotSetInvalidNameTest(String, String) [7] name=John Smith , errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:16 UTC 2026","passed","Tue Feb 03 18:44:30 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","14009","adminCanCreateUserTest()","","Tue Feb 03 18:44:25 UTC 2026","passed","Tue Feb 03 18:44:39 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","903","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] username=dfgdfg, password=h, role=USER, errorKey=password, errorValues=[Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","Tue Feb 03 18:44:23 UTC 2026","passed","Tue Feb 03 18:44:24 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","6759","userCanDepositValidAmountToOwnAccountTest(double) [3] amount=2775.3","","Tue Feb 03 18:44:35 UTC 2026","passed","Tue Feb 03 18:44:42 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","6052","userCannotTransferInValidAmountTest(double, String) [2] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 18:44:47 UTC 2026","passed","Tue Feb 03 18:44:53 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","9139","userCannotSetInvalidNameTest(String, BankAlert) [2] name=, alert=NAME_VALID_ERROR","","Tue Feb 03 18:44:35 UTC 2026","passed","Tue Feb 03 18:44:44 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","3731","userCannotSetInvalidNameTest(String, String) [5] name=John  Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:39 UTC 2026","passed","Tue Feb 03 18:44:43 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCannotTransferToNonExistentAccountTest()","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferToNonExistentAccountTest"
"","13018","userCanUpdateValidNameTest()","","Tue Feb 03 18:44:17 UTC 2026","passed","Tue Feb 03 18:44:30 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCanUpdateValidNameTest"
"","7518","userCannotSetInvalidNameTest(String, BankAlert) [1] name=John, alert=NAME_REQUIREMENTS_ERROR","","Tue Feb 03 18:44:44 UTC 2026","passed","Tue Feb 03 18:44:52 UTC 2026","","ui.iteration2.UpdateUserProfileNameTest","ui.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","0","userCanTransferAgainTest()","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCanTransferAgainTest"
"","0","userCannotTransferSameAccountTest()","","Tue Feb 03 18:44:35 UTC 2026","skipped","Tue Feb 03 18:44:35 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferSameAccountTest"
"","2145","adminCanCreateUserWithValidDataTest()","","Tue Feb 03 18:44:24 UTC 2026","passed","Tue Feb 03 18:44:26 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithValidDataTest"
"","15175","userCanDepositValidAmountToOwnAccountTest(double) [1] amount=0.01","","Tue Feb 03 18:44:20 UTC 2026","passed","Tue Feb 03 18:44:35 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCanDepositValidAmountToOwnAccountTest"
"","2998","userCannotSetInvalidNameTest(String, String) [8] name=John! Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:43 UTC 2026","passed","Tue Feb 03 18:44:46 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","9180","userCanSetValidNameTest()","","Tue Feb 03 18:44:23 UTC 2026","passed","Tue Feb 03 18:44:32 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCanSetValidNameTest"
"","2138","userCanGenerateAuthTokenTest()","","Tue Feb 03 18:44:20 UTC 2026","passed","Tue Feb 03 18:44:22 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","0","userCannotTransferInvalidAmountTest(double, BankAlert, int)","","Tue Feb 03 18:44:16 UTC 2026","skipped","Tue Feb 03 18:44:16 UTC 2026","","ui.iteration2.TransferMoneyUserTest","ui.iteration2.TransferMoneyUserTest","userCannotTransferInvalidAmountTest"
"","8894","adminCannotCreateUserWithInvalidDataTest()","","Tue Feb 03 18:44:16 UTC 2026","passed","Tue Feb 03 18:44:25 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","9959","userCanTransferValidAmountToOtherUserAccountTest(double) [2] amount=10000.0","","Tue Feb 03 18:44:40 UTC 2026","passed","Tue Feb 03 18:44:50 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCanTransferValidAmountToOtherUserAccountTest"
"","16962","userCannotTransferInValidAmountTest(double, String) [4] amount=163249.89, errorMessage=Transfer amount cannot exceed 10000","","Tue Feb 03 18:44:16 UTC 2026","passed","Tue Feb 03 18:44:33 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","5108","userCannotDepositInvalidAmountToOwnAccountTest(double, String) [4] amount=700917.21, errorMessage=Deposit amount exceeds the 5000 limit","","Tue Feb 03 18:44:42 UTC 2026","passed","Tue Feb 03 18:44:47 UTC 2026","","api.iteration2.DepositMoneyUserTest","api.iteration2.DepositMoneyUserTest","userCannotDepositInvalidAmountToOwnAccountTest"
"","13295","userCannotTransferInValidAmountTest(double, String) [3] amount=-387116.05, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Tue Feb 03 18:44:33 UTC 2026","passed","Tue Feb 03 18:44:47 UTC 2026","","api.iteration2.TransferMoneyUserTest","api.iteration2.TransferMoneyUserTest","userCannotTransferInValidAmountTest"
"","4508","userCannotSetInvalidNameTest(String, String) [11] name=John@Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:39 UTC 2026","passed","Tue Feb 03 18:44:44 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
"","3318","userCannotSetInvalidNameTest(String, String) [6] name= John Smith, errorMessage=Name must contain two words with letters only","","Tue Feb 03 18:44:42 UTC 2026","passed","Tue Feb 03 18:44:45 UTC 2026","","api.iteration2.UpdateUserProfileNameTest","api.iteration2.UpdateUserProfileNameTest","userCannotSetInvalidNameTest"
